event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp
CYP401,"24 May 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cyprus)",,6,,,0,60,,196,Europe,Cyprus,Limassol,,,Limassol,34.6841,33.0379,1,SigmaLive,National,"On 24 May 2020, about 250 members of Enomenoi Patriotes protested in Limassol for orthodoxy, against the restrictions due to the coronavirus pandemic, against migrants and against 5G.",0,"crowd size=about 250",1665508790
CYP400,"22 May 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cyprus)","AKEL: Progressive Party of Working People; EDEK: Movement for Social Democracy; ELAM: National Peoples Front; Government of Cyprus (2013-2023)",6,,,0,60,,196,Europe,Cyprus,Nicosia,,,Nicosia,35.1753,33.3642,1,Philenews,National,"On 22 May 2020, parents of school children with special abilities protested outside the Ministry of Education in Nicosia against the government's decision to not allow their children back to school at the same time with other pupils due to the coronavirus measures. 3 members of parliament of political parties AKEL, EDEK and ELAM, also participated in the protest.",0,"crowd size=at least 3",1677016121
CYP399,"20 May 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cyprus)","Turkmen Ethnic Group (Cyprus)",6,,,0,60,,196,Europe,Cyprus,Nicosia,,,Nicosia,35.1753,33.3642,2,SigmaLive,National,"On 20 May 2020, about 40 Turkmen residents of Northern Cyprus [coded to Nicosia] protested against the President of Turkmenistan for not permitting them to enter the country to help their relatives in the areas Lebap and Mary that had been devastated by storms in April.",0,"crowd size=about 40",1591128463
CYP397,"15 May 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cyprus)","Turkish Ethnic Group (Cyprus); Labor Group (Cyprus); Students (Cyprus)",6,,,0,60,,196,Europe,Cyprus,Nicosia,,,"Ayios Dhometios",35.1769,33.3354,1,"AFP; Philenews",National-International,"On 15 May 2020, tens of Turkish Cypriots who are employed in the Republic of Cyprus protested at the Ayios Dhometios crossing demanding that they will be allowed to commute to work through the crossing points that are still closed due to the coronavirus restrictions. Turkish Cypriot students attending schools in the south also participated in the protest.",0,"crowd size=tens",1591739891
CYP396,"13 May 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cyprus)","Turkish Ethnic Group (Cyprus); Labor Group (Cyprus)",6,,,0,60,,196,Europe,Cyprus,Larnaca,,,Pergamos,35.0431,33.7083,1,Philenews,National,"On 13 May 2020, tens of Turkish Cypriots who are employed in the Republic of Cyprus protested at the crossing point in Pergamos demanding that they will be allowed to commute to work through the crossing points that are still closed due to the coronavirus restrictions.",0,"crowd size=tens",1618502099
CYP395,"13 May 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cyprus)","Turkish Ethnic Group (Cyprus); Labor Group (Cyprus)",6,,,0,60,,196,Europe,Cyprus,Nicosia,,,Nicosia,35.1753,33.3642,1,Philenews,National,"On 13 May 2020, Turkish Cypriots who are employed in the Republic of Cyprus protested outside parliament in north Nicosia demanding from their MPs to intervene on their behalf so that they will be allowed to commute to work through the crossing points that are still closed due to the coronavirus restrictions.",0,"crowd size=no report",1591739891
CYP394,"12 May 2020",2020,1,"Political violence","Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Cyprus)",,3,,,0,30,,196,Europe,Cyprus,Larnaca,,,Pyla,35.0138,33.6918,1,"Cyprus Mail; Philenews",National,"On 12 May 2020, unidentified assailants placed a makeshift incendiary device at a bakery belonging to a Turkish Cypriot in the bi-communal village of Pyla. There were material damages. No injuries were reported. UNFICYP considers the incident of great concern and has stepped up patrols.",0,,1665526391
CYP393,"06 May 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cyprus)",,6,,,0,60,,196,Europe,Cyprus,Limassol,,,Limassol,34.6841,33.0379,1,SigmaLive,National,"On 6 May 2020, about 20 friends and family of a man who died in a road accident rallied outside the regional court of Limassol demanding justice on the first day of the trial of the drunk driver accused of being responsible.",0,"crowd size=about 20",1589305745
CYP391,"01 May 2020",2020,1,Demonstrations,Riots,"Violent demonstration","Rioters (Cyprus)","Prisoners (Cyprus)",5,,,0,50,,196,Europe,Cyprus,Limassol,,,Limassol,34.6841,33.0379,1,Philenews,National,"On 1 May 2020, prisoners at the police headquarters in Limassol moved their mattresses to the central yard of the station and set them on fire as a form of demonstration after an inmate was diagnosed with coronavirus.",0,"crowd size=no report",1588693871
CYP392,"30 April 2020",2020,2,"Strategic developments","Strategic developments",Other,"Military Forces of Russia (2000-)",,8,"Military Forces of the United States (2017-2021)",,8,88,,196,Europe,Cyprus,Nicosia,,,Nicosia,35.1753,33.3642,3,Philenews,National,"Around 30 April 2020 (end of month), on two occasions United States reconnaissance planes were intercepted by Russian fighters in what was described by US officials as 'dangerous and provocative action'. The incidents took place within the southeastern part of the Nicosia Flight Information Region (FIR) and on its borders with Damascus FIR. The Russian warplanes are involved in warfare in Syria. There have been similar incidents in recent months, but the latest developments were described as an escalation of tensions.",0,,1614039930
CYP390,"29 April 2020",2020,1,"Strategic developments","Strategic developments","Looting/property destruction","Unidentified Armed Group (Cyprus)",,3,"Civilians (Cyprus)",,7,37,,196,Europe,Cyprus,Limassol,,,Limassol,34.6841,33.0379,1,"Ekathimerini; Philenews",National-International,"On 29 April 2020, unknown arsonists torched a 20 year old telecommunications mast in Limassol in the wake of an online campaign against 5G that alleges in social media posts that emissions from the network's antennas pose a serious health risk and may be linked to the spread of coronavirus by weakening the human immune system. This is the second incident of torching an older installation in Limassol in the space of two weeks.",0,,1588693869
CYP389,"12 April 2020",2020,1,"Strategic developments","Strategic developments","Looting/property destruction","Unidentified Armed Group (Cyprus)",,3,"Civilians (Cyprus)",,7,37,,196,Europe,Cyprus,Limassol,,,Limassol,34.6841,33.0379,1,Philenews,National,"On 12 April 2020, unidentified assailants torched a 20 year old telecommunications mast in Limassol, disrupting the communications of thousands of users because they mistakenly believed that it is a new 5G mast. The attack occurred in the wake of conspiracy theories circulating in social media connecting 5G masts and the spread of coronavirus.",0,,1588693857
CYP398,"11 April 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cyprus)","Turkmen Ethnic Group (Cyprus)",6,,,0,60,,196,Europe,Cyprus,Nicosia,,,Nicosia,35.1753,33.3642,2,SigmaLive,National,"On 11 April 2020, Turkmen residents of Northern Cyprus [coded to Nicosia] protested against the President of Turkmenistan for not permitting them to enter the country to help their relatives in the areas Lebap and Mary that have been devastated by storms.",0,"crowd size=no report",1591128463
CYP388,"23 March 2020",2020,1,"Strategic developments","Strategic developments","Change to group/activity","Government of Cyprus (2013-2023)","Government of Northern Cyprus (2015-2020); Military Forces of the United Kingdom (2010-)",1,,,0,10,,196,Europe,Cyprus,Nicosia,,,Nicosia,35.1753,33.3642,3,"Philenews; SigmaLive",National,"Security measures: On 23 March 2020, both the Republic of Cyprus and Northern Cyprus [coded to Nicosia] went into partial lockdown banning any unnecessary movement to curb the spread of the coronavirus. The administration of the British Forces and the British Bases on the island also complied with these measures. On 21 June, all crossing points except for the one on Ledras street opened for citizens of the Republic of Cyprus. On 22 June, the TRNC administration opened 5 crossing points.",0,,1677016121
CYP387,"22 March 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (Turkey)","Students (Turkey)",6,,,0,60,,196,Europe,Cyprus,Kyrenia,,,Kyrenia,35.3363,33.3173,1,"Detay; SigmaLive",National,"On 22 March 2020, hundreds of Turkish students protested with the slogan 'Shame on TRNC' at the port of Kyrenia, where they were trying to get last minute tickets to Turkey, as all flights had been cancelled. The students had been evacuated from their dormitories in Famagusta, Morphou and Kyrenia due to the coronavirus.",0,"crowd size=hundreds",1604423634
CYP385,"21 March 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cyprus)","Turkish Ethnic Group (Cyprus); Students (Cyprus)",6,,,0,60,,196,Europe,Cyprus,Kyrenia,,,"Kato Dikomo",35.2677,33.3256,1,"Philenews; LGC News",National,"On 21 March 2020, over 150 Turkish Cypriot students protested with their families over the lack of hygiene in the dormitories in Dikomo, where they were meant to spend a 14 day quarantine period due to the coronavirus measures.",0,"crowd size=over 150",1585075514
CYP386,"21 March 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (International)","Refugees/IDPs (International); Arab Ethnic Group (International)",6,,,0,60,,196,Europe,Cyprus,Nicosia,,,Nicosia,35.1753,33.3642,1,SigmaLive,National,"On 21 March 2020, 30-40 migrants of Arab origin rallied in Nicosia at the Lidras crossing point asking for information about their relatives who sailed to the Republic of Cyprus on a small boat but were turned away due to the coronavirus crisis after being offered food, water and fuel. The migrants on the boat landed in Northern Cyprus and the protesters at Lidras crossing dispersed peacefully.",0,"crowd size=30-40",1585075515
CYP384,"15 March 2020",2020,1,Demonstrations,Protests,"Protest with intervention","Protesters (Cyprus)","Turkish Ethnic Group (Cyprus)",6,"Police Forces of Northern Cyprus (2015-2020)",,1,16,,196,Europe,Cyprus,Nicosia,,,Nicosia,35.1753,33.3642,1,Detay,National,"On 15 March 2020, relatives of Turkish Cypriot prisoners demonstrated outside the Central Prison in Nicosia in solidarity with prisoners on hunger strike over being held in an overcrowded environment during the coronavirus crisis. There were some arrests of prisoners' family members, while the latter also claimed that their relatives in the prison were beaten.",0,"crowd size=no report",1670352626
CYP382,"14 March 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cyprus)","Labor Group (Cyprus)",6,,,0,60,,196,Europe,Cyprus,Paphos,,,Pafos,34.7768,32.4245,1,"Cyprus Mail",National,"On 14 March 2020, 20 employees of a Pafos mall protested outside the shopping centre demanding the closure of the mall as a precaution against the spread of the new coronavirus.",0,"crowd size=20",1618503456
CYP381,"11 March 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (Greece)","SEK: Cyprus Workers Confederation; PEO: Pancyprian Federation of Labour; Labor Group (Cyprus)",6,,,0,60,,196,Europe,Cyprus,Paphos,,,Pafos,34.7768,32.4245,1,Philenews,National,"On 11 March 2020, on the second day of a strike, municipal cleaning service employees supported by their unions including SEK and PEO protested in Pafos against the privatisations of their services. Other municipal employees also supported the protesters.",0,"crowd size=no report",1618503553
CYP380,"10 March 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cyprus)","Turkish Ethnic Group (Cyprus); Teachers (Cyprus); Labor Group (Cyprus)",6,,,0,60,,196,Europe,Cyprus,Nicosia,,,Nicosia,35.1753,33.3642,1,Philenews,National,"On 10 March 2020, Turkish Cypriot unionists and teachers holding red carnations protested at the Lidras (Lokmaci) crossing point over the closure of crossing points due to the coronavirus and asked to pass through to the south, but when this was denied they left the flowers at the feet of the UN Force in Cyprus.",0,"crowd size=no report",1584471341
CYP379,"09 March 2020",2020,1,Demonstrations,Riots,"Violent demonstration","Rioters (Cyprus)","Journalists (Cyprus); Labor Group (Cyprus); Police Forces of Northern Cyprus (2015-2020); Teachers (Cyprus); Turkish Ethnic Group (Cyprus); UCN: Unite Cyprus Now",5,"UNFICYP: United Nations Peacekeeping Force in Cyprus (1964-)","Police Forces of Cyprus (2013-2023)",8,58,,196,Europe,Cyprus,Nicosia,,,Nicosia,35.1753,33.3642,1,"Ekathimerini; Philenews; SigmaLive",National-International,"On 9 March 2020, Turkish Cypriot unionists of teachers' and journalists' associations and other labor groups, as well as the bi-communal group Unite Cyprus Now, demonstrated at the Lidras (Lokmaci) crossing in Nicosia against the closure of four crossing points from the South to the North due to the coronavirus. At the same time, plain-clothes and uniformed police of Northern Cyprus pushed about 50 UNFICYP officers back into the buffer zone, following a dispute over area of jurisdiction. UN officers joined the Greek Cypriot police after violent demonstrations in previous weeks.",0,"crowd size=at least 50",1677016121
CYP375,"08 March 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cyprus)","Women (Cyprus); Turkish Ethnic Group (Cyprus); Independence Road",6,,,0,60,,196,Europe,Cyprus,Nicosia,,,Nicosia,35.1753,33.3642,1,Detay,National,"On 8 March 2020, on International Women's Day, members of the Women's Education Collective, the Baraka Cultural Centre and members of Independence Road, rallied in front of the Assembly in north Nicosia and marched to the Ministry of Labour to protest for equality in the labour market and over violence against women.",0,"crowd size=no report",1584471340
